,title,track,categories,url,desc
0,Online Selection of Diverse Committees,Main,"['Markov Decisions Processes', 'Applications of Planning']",https://www.ijcai.org/proceedings/2021/22,"Citizens' assemblies need to represent subpopulations according to their proportions in the general population. These large committees are often constructed in an online fashion by contacting people, asking for the demographic features of the volunteers, and deciding to include them or not. This raises a trade-off between the number of people contacted (and the incurring cost) and the representativeness of the committee. We study three methods, theoretically and experimentally: a greedy algorithm that includes volunteers as long as proportionality is not violated; a non-adaptive method that includes a volunteer with a probability depending only on their features, assuming that the joint feature distribution in the volunteer pool is known; and a reinforcement learning based approach when this distribution is not known a priori but learnt online."
1,State-Aware Value Function Approximation with Attention Mechanism for Restless Multi-armed Bandits,Main,"['Planning and Scheduling', 'Markov Decisions Processes']",https://www.ijcai.org/proceedings/2021/64,"The restless multi-armed bandit (RMAB) problem is a generalization of the multi-armed bandit with non-stationary rewards. Its optimal solution is intractable due to exponentially large state and action spaces with respect to the number of arms. Existing approximation approaches, e.g., Whittle's index policy, have difficulty in capturing either temporal or spatial factors such as impacts from other arms. We propose considering both factors using the attention mechanism, which has achieved great success in deep learning. Our state-aware value function approximation solution comprises an attention-based value function approximator and a Bellman equation solver. The attention-based coordination module capture both spatial and temporal factors for arm coordination. The Bellman equation solver utilizes the decoupling structure of RMABs to acquire solutions with significantly reduced computation overheads. In particular, the time complexity of our approximation is linear in the number of arms. Finally, we illustrate the effectiveness and investigate the properties of our proposed method with numerical experiments."
2,Bounded-cost Search Using Estimates of Uncertainty,Main,['Search in Planning and Scheduling'],https://www.ijcai.org/proceedings/2021/231,"Many planning problems are too hard to solve optimally.  In bounded-cost search, one attempts to find, as quickly as possible, a plan that costs no more than a user-provided absolute cost bound.  Several algorithms have been previously proposed for this setting, including Potential Search (PTS) and Bounded-cost Explicit Estimation Search (BEES).  BEES attempts to improve on PTS by predicting whether nodes will lead to plans within the cost bound or not.  This paper introduces a relatively simple algorithm, Expected Effort Search (XES), which uses not just point estimates but belief distributions in order to estimate the probability that a node will lead to a plan within the bound.  XES's expansion order minimizes expected search time in a simplified formal model.  Experimental results on standard planning and search benchmarks show that it consistently exhibits strong performance, outperforming both PTS and BEES.  We also derive improved variants of BEES that can exploit belief distributions.  These new methods advance the recent trend of taking advantage of uncertainty estimates in deterministic single-agent search."
3,Best-Effort Synthesis: Doing Your Best Is Not Harder Than Giving Up,Main,['Theoretical Foundations of Planning'],https://www.ijcai.org/proceedings/2021/243,"We study best-effort synthesis under environment assumptions specified in LTL, and show that this problem has exactly the same computational complexity of standard LTL synthesis: 2EXPTIME-complete. We provide optimal algorithms for computing best-effort strategies, both in the case of LTL over infinite traces and LTL over finite traces (i.e., LTLf). The latter are particularly well suited for implementation."
4,Finite-Trace and Generalized-Reactivity Specifications in Temporal Synthesis,Main,['Theoretical Foundations of Planning'],https://www.ijcai.org/proceedings/2021/255,"Linear Temporal Logic (LTL) synthesis aims at automatically synthesizing a program that complies with desired properties expressed in LTL. Unfortunately it has been proved to be too difficult computationally to perform full LTL synthesis. There have been two success stories with LTL synthesis, both having to do with the form of the specification. The first is the GR(1) approach: use safety conditions to determine the possible transitions in a game between the environment and the agent, plus one powerful notion of fairness, Generalized Reactivity(1), or GR(1). The second, inspired by AI planning, is focusing on finite-trace temporal synthesis, with LTLf (LTL on finite traces) as the specification language. In this paper we take these two lines of work and bring them together. We first study the case in which we have an LTLf agent goal and a GR(1) assumption. We then add to the framework safety conditions for both the environment and the agent, obtaining a highly expressive yet still scalable form of LTL synthesis."
5,Efficient PAC Reinforcement Learning in Regular Decision Processes,Main,['Markov Decisions Processes'],https://www.ijcai.org/proceedings/2021/279,"Recently regular decision processes have been proposed as a well-behaved form of non-Markov decision process. Regular decision processes are characterised by a transition function and a reward function that depend on the whole history, though regularly (as in regular languages). In practice both the transition and the reward functions can be seen as finite transducers. We study reinforcement learning in regular decision processes. Our main contribution is to show that a near-optimal policy can be PAC-learned in polynomial time in a set of parameters that describe the underlying decision process. We argue that the identified set of parameters is minimal and it reasonably captures the difficulty of a regular decision process."
6,Transforming Robotic Plans with Timed Automata to Solve Temporal Platform Constraints,Main,['Temporal and Hybrid Planning'],https://www.ijcai.org/proceedings/2021/287,"Task planning for mobile robots typically uses an abstract planning domain that ignores the low-level details of the specific robot platform. Therefore, executing a plan on an actual robot often requires additional steps to deal with the specifics of the robot platform. Such a platform can be modeled with timed automata and a set of temporal constraints that need to be satisfied during execution. In this paper, we describe how to transform an abstract plan into a platform-specific action sequence that satisfies all platform constraints. The transformation procedure first transforms the plan into a timed automaton, which is then combined with the platform automata while removing all transitions that violate any constraint. We then apply reachability analysis on the resulting automaton.  From any solution trace one can obtain the abstract plan extended by additional platform actions such that all platform constraints are satisfied.  We describe the transformation procedure in detail and provide an evaluation in two real-world robotics scenarios."
7,Reconciling Rewards with Predictive State Representations,Main,['POMDPs'],https://www.ijcai.org/proceedings/2021/299,"Predictive state representations (PSRs) are models of controlled non-Markov   observation sequences which exhibit the same generative process governing   POMDP observations without relying on an underlying latent state.  In that   respect, a PSR is indistinguishable from the corresponding POMDP.  However,   PSRs notoriously ignore the notion of rewards, which undermines the general   utility of PSR models for control, planning, or reinforcement learning.   Therefore, we describe a sufficient and necessary accuracy condition   which determines whether a PSR is able to accurately model POMDP rewards, we   show that rewards can be approximated even when the accuracy condition is not   satisfied, and we find that a non-trivial number of POMDPs taken from a   well-known third-party repository do not satisfy the accuracy condition.     We propose reward-predictive state representations (R-PSRs), a   generalization of PSRs which accurately models both observations and rewards,   and develop value iteration for R-PSRs.  We show that there is a mismatch   between optimal POMDP policies and the optimal PSR policies derived from   approximate rewards.  On the other hand, optimal R-PSR policies perfectly   match optimal POMDP policies, reconfirming R-PSRs as accurate state-less   generative models of observations and rewards."
8,Model-Based Reinforcement Learning for Infinite-Horizon Discounted Constrained Markov Decision Processes,Main,['Markov Decisions Processes'],https://www.ijcai.org/proceedings/2021/347,"In many real-world reinforcement learning (RL) problems, in addition to maximizing the  objective, the learning agent has to  maintain some necessary safety constraints.  We formulate the problem of learning a safe policy as  an  infinite-horizon discounted Constrained Markov Decision Process (CMDP)  with an unknown transition probability matrix, where the safety requirements are modeled as   constraints on expected cumulative costs.  We propose two model-based constrained reinforcement learning (CRL) algorithms for learning a safe policy, namely, (i) GM-CRL algorithm,  where the algorithm has access to a generative model, and (ii) UC-CRL  algorithm,  where the algorithm learns the model using an upper confidence style online exploration method.   We characterize the sample complexity of these algorithms, i.e., the the number of samples needed to ensure a desired level of accuracy with high probability, both with respect to objective maximization and constraint satisfaction."
9,State-Based Recurrent SPMNs for Decision-Theoretic Planning under Partial Observability,Main,"['Model-Based Reasoning', 'Planning under Uncertainty']",https://www.ijcai.org/proceedings/2021/348,"The sum-product network (SPN) has been extended to model sequence data with the recurrent SPN (RSPN), and to decision-making problems with sum-product-max networks (SPMN). In this paper, we build on the concepts introduced by these extensions and present state-based recurrent SPMNs (S-RSPMNs) as a generalization of SPMNs to sequential decision-making problems where the state may not be perfectly observed. As with recurrent SPNs, S-RSPMNs utilize a repeatable template network to model sequences of arbitrary lengths. We present an algorithm for learning compact template structures by identifying unique belief states and the transitions between them through a state matching process that utilizes augmented data.  In our knowledge, this is the first data-driven approach that learns graphical models for planning under partial observability, which can be solved efficiently. S-RSPMNs retain the linear solution complexity of SPMNs, and we demonstrate significant improvements in compactness of representation and the run time of structure learning and inference in sequential domains."
